875.5474,0.0010,100.0000
855.7210,0.0000,150.0000
855.7210,0.0000,200.0000
855.7210,0.0000,250.0000
855.7210,0.0000,300.0000
846.2337,0.0000,350.0000
846.2337,0.0000,400.0000
841.1818,0.0000,450.0000
841.1818,0.0000,500.0000
841.1818,0.0000,550.0000
840.6800,0.0000,600.0000
839.0267,0.0000,650.0000
838.9244,0.0000,700.0000
838.7558,0.0000,750.0000
838.4484,0.0000,800.0000
838.3960,0.0000,850.0000
837.7364,0.0000,900.0000
837.5389,0.0000,950.0000
837.5389,0.0000,1000.0000
837.3821,0.0000,1050.0000
837.1948,0.0000,1100.0000
836.4331,0.0000,1150.0000
836.3223,0.0000,1200.0000
836.0212,0.0000,1250.0000
835.2933,0.0000,1300.0000
834.7066,0.0000,1350.0000
834.2452,0.0000,1400.0000
834.2452,0.0000,1450.0000
833.8716,0.0000,1500.0000
833.8716,0.0000,1550.0000
833.8716,0.0000,1600.0000
833.8005,0.0000,1650.0000
833.6821,0.0000,1700.0000
833.3594,0.0000,1750.0000
833.3594,0.0000,1800.0000
832.9123,0.0000,1850.0000
832.9123,0.0000,1900.0000
832.9123,0.0000,1950.0000
832.8951,0.0000,2000.0000
832.8951,0.0000,2050.0000
832.8866,0.0000,2100.0000
832.8631,0.0000,2150.0000
832.8592,0.0000,2200.0000
832.8475,0.0000,2250.0000
832.8251,0.0000,2300.0000
832.7306,0.0000,2350.0000
832.7048,0.0000,2400.0000
832.6745,0.0000,2450.0000
832.5763,0.0000,2500.0000
832.5763,0.0000,2550.0000
832.5584,0.0000,2600.0000
832.5464,0.0000,2650.0000
832.5390,0.0000,2700.0000
832.5390,0.0000,2750.0000
832.5049,0.0000,2800.0000
832.4812,0.0000,2850.0000
832.4812,0.0000,2900.0000
832.4724,0.0000,2950.0000
832.4724,0.0000,3000.0000
832.4724,0.0000,3050.0000
832.4724,0.0000,3100.0000
832.4643,0.0000,3150.0000
832.4488,0.0000,3200.0000
832.4426,0.0000,3250.0000
832.4186,0.0000,3300.0000
832.4144,0.0000,3350.0000
832.4144,0.0000,3400.0000
832.4078,0.0000,3450.0000
832.4078,0.0000,3500.0000
832.4051,0.0000,3550.0000
832.3961,0.0000,3600.0000
832.3872,0.0000,3650.0000
832.3826,0.0000,3700.0000
832.3718,0.0000,3750.0000
832.3718,0.0000,3800.0000
832.3667,0.0000,3850.0000
832.3622,0.0000,3900.0000
832.3622,0.0000,3950.0000
832.3580,0.0000,4000.0000
832.3436,0.0000,4050.0000
832.3426,0.0000,4100.0000
832.3357,0.0000,4150.0000
832.3323,0.0000,4200.0000
832.3322,0.0000,4250.0000
832.3293,0.0000,4300.0000
832.3210,0.0000,4350.0000
832.3156,0.0000,4400.0000
832.3156,0.0000,4450.0000
832.3124,0.0000,4500.0000
832.3124,0.0000,4550.0000
832.3074,0.0000,4600.0000
832.3054,0.0000,4650.0000
832.3029,0.0000,4700.0000
832.2997,0.0000,4750.0000
832.2975,0.0000,4800.0000
832.2913,0.0000,4850.0000
832.2865,0.0000,4900.0000
832.2783,0.0000,4950.0000
832.2733,0.0000,5000.0000
832.2713,0.0000,5050.0000
832.2683,0.0000,5100.0000
832.2612,0.0000,5150.0000
