1040.1177,0.0000,100.0000
1040.1133,0.0000,100.0000
1040.1159,0.0000,100.0000
1040.1287,0.0000,100.0000
1040.1891,0.0000,100.0000
1040.1156,0.0000,100.0000
1040.1368,0.0000,100.0000
1040.1584,0.0000,100.0000
1040.1210,0.0000,100.0000
1040.1303,0.0000,100.0000
1040.1178,0.0000,100.0000
1040.1205,0.0000,100.0000
1040.1163,0.0000,100.0000
1040.1216,0.0000,100.0000
1040.1318,0.0000,100.0000
1040.1171,0.0000,100.0000
1040.1258,0.0000,100.0000
1040.1212,0.0000,100.0000
1040.1141,0.0000,100.0000
1040.1208,0.0000,100.0000
1040.1187,0.0000,100.0000
1040.1161,0.0000,100.0000
1040.1199,0.0000,100.0000
1040.1282,0.0000,100.0000
1040.1761,0.0000,100.0000
1040.1158,0.0000,100.0000
1040.1264,0.0000,100.0000
1040.1310,0.0000,100.0000
1040.1170,0.0000,100.0000
1040.1220,0.0000,100.0000
